,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
hsa-mir-548w_26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-1277_8,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-mir-548j_9,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-1277_9,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-mir-548f-1_1111111120,5,0,121,0,0,40,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1277_10,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-mir-548w_28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_29,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548j_10,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548f-1,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-miR-28_4,3225,19318,34580,19518,22215,55129,19596,884,22061,2351,1266,4706,1046,9434,39969,12706,51236,1075,3363,28,28720,6683,113,32365,34784,20300,30427,13018,28717,11376
hsa-miR-28_5,0,8,21,22,15,20,12,0,9,0,0,10,0,14,27,7,45,0,0,0,13,0,0,32,34,17,21,16,13,0
hsa-miR-28_6,0,8,21,22,15,20,12,0,9,0,0,10,0,14,27,7,45,0,0,0,13,0,0,32,34,17,21,16,13,0
hsa-miR-1277_11,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,0,0,46,59,108,73,53,234,49
hsa-mir-548f-1_11111111121,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-548f-1_111111111122,5,39,121,24,62,40,25,0,39,0,0,8,0,7,55,0,67,0,5,0,105,6,0,46,17,45,94,28,58,16
hsa-miR-548w_1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-548w_2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-548w_3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-mir-548j_11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-574_5,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-miR-548w_4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-548w_5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-625_2,0,0,41,0,42,67,0,0,0,0,0,11,0,9,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
hsa-miR-548w_6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-mir-548f-1_1111111111123,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0
hsa-miR-1277_12,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-1277_13,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-1277_14,30,167,167,157,141,27,105,9,184,0,0,35,0,37,188,16,172,20,49,0,128,5,0,52,64,117,80,56,269,55
hsa-miR-574_6,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-miR-548w_7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-328_1,5,0,0,0,6,8,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
hsa-miR-574_7,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-let-7a-1_12,0,8,8,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,9,0,8,6,0,12,0
hsa-mir-378a_2,886,4450,8819,4558,5972,1496,2073,104,6746,387,331,1663,494,719,2688,3896,7102,325,711,0,7769,1104,22,3785,2134,5491,7158,5108,8406,3321
hsa-miR-339_3,108,176,247,0,234,137,149,13,408,17,16,69,0,241,312,0,177,12,96,0,162,0,0,253,115,121,0,49,0,0
hsa-mir-548f-1_11111111111124,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-mir-548j_12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-378a_3,886,4450,8819,4558,5972,1496,2073,104,6746,387,331,1663,494,719,2688,3896,7102,325,711,0,7769,1104,22,3785,2134,5491,7158,5108,8406,3321
hsa-mir-548j_13,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-548w_8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-151a_2,901,11112,364,7514,53,2455,225,16,6431,276,210,854,131,5504,15205,2782,3062,677,3415,0,132,232,26,8002,201,1990,4931,13,18000,11133
hsa-miR-574_8,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,38,5,0,48,48,39,65,26,0,0
hsa-mir-548j_14,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-548w_9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-15a_2,2858,861,633,3929,24996,15252,10041,1310,13986,781,855,5791,441,2760,22411,4940,19814,3692,3441,0,14557,1617,87,28831,6504,16871,42135,5561,22441,4246
hsa-miR-548w_10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-mir-548j_15,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-548w_11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0
hsa-miR-1277_15,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-150_2,26,22,25,6,8,15,6,0,0,0,0,15,0,13,5,5,0,0,0,0,0,0,0,26,43,21,0,0,5,0
hsa-miR-339_4,35,16,37,19,53,46,18,0,57,0,0,15,0,70,65,18,26,0,13,0,25,0,0,53,13,28,14,10,80,13
hsa-mir-548f-1_111111111111125,5,39,121,24,62,40,25,0,39,0,0,8,0,7,55,0,67,0,5,0,105,6,0,46,17,45,94,28,58,16
hsa-miR-1277_16,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,0,0,46,59,108,73,53,234,49
hsa-miR-1277_17,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-mir-548f-1_1111111111111126,5,39,121,24,62,40,25,0,39,0,0,8,0,7,55,0,67,0,5,0,105,6,0,46,17,45,94,28,58,16
hsa-miR-486_2,95410,20489,53102,24575,17604,29449,15831,1347,29689,1444,732,6215,778,13843,40653,17557,78293,2091,8518,14,25444,6403,72,38581,23385,302197,67943,9494,46855,62738
hsa-miR-28_7,3225,19318,34580,19518,22215,55129,19596,884,22061,2351,1266,4706,1046,9434,39969,12706,51236,1075,3363,28,28720,6683,113,32365,34784,20300,30427,13018,28717,11376
hsa-miR-574_9,7,26,75,41,54,31,0,0,0,0,0,0,0,17,26,0,0,0,0,0,39,5,0,48,48,40,65,26,0,0
hsa-miR-625_3,15,0,0,63,0,0,0,0,46,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,128,0,12,0,102
hsa-mir-548j_16,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-548w_12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-mir-378a_4,886,4450,8819,4558,5972,1496,2073,104,6746,387,331,1663,494,719,2688,3896,7102,325,711,0,7769,1104,22,3785,2134,5491,7158,5108,8406,3321
hsa-miR-15a_3,2858,861,633,3929,24996,15252,10041,1310,13986,781,855,5791,441,2760,22411,4940,19814,3692,3441,0,14557,1617,87,28831,6504,16871,42135,5561,22441,4246
hsa-mir-548j_17,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-1277_18,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-mir-548j_18,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-miR-548w_13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0
hsa-miR-1277_19,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-miR-548w_14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-1277_20,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-mir-548j_19,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-548w_30,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-339_5,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,32,0,0,0,0,239,0,610,244
hsa-mir-548f-1_11111111111111127,5,46,126,26,71,44,25,0,42,0,0,10,0,8,59,0,76,0,6,0,114,6,0,51,23,52,103,30,63,16
hsa-let-7a-1_113,0,8,8,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,9,0,8,6,0,12,0
hsa-mir-378a_5,886,4450,8819,4558,5972,1496,2073,104,6746,387,331,1663,494,719,2688,3896,7102,325,711,0,7769,1104,22,3785,2134,5491,7158,5108,8406,3321
hsa-mir-548w_32,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-151a_3,901,11112,364,7514,53,2455,225,16,6431,276,210,854,131,5504,15205,2782,3062,677,3415,0,132,232,26,8002,201,1990,4931,13,18000,11133
hsa-miR-574_10,0,0,0,0,0,0,35,0,52,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,38,21
hsa-mir-548am_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-548w_33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_34,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-15a_4,2858,861,633,3929,24996,15252,10041,1310,13986,781,855,5791,441,2760,22411,4940,19814,3692,3441,0,14557,1617,87,28831,6504,16871,42135,5561,22441,4246
hsa-mir-548w_35,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548am_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-548w_36,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-1277_21,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-miR-574_11,0,0,0,0,0,0,36,0,52,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,41,22
hsa-miR-574_12,0,0,0,0,0,0,36,0,52,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,41,22
hsa-mir-548w_37,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_38,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548am_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-548w_39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-548w_15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0
hsa-miR-1277_22,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-mir-548am_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1277_23,25,148,148,137,133,26,95,9,165,0,0,33,0,34,175,14,159,17,46,0,120,5,0,46,59,108,73,53,234,49
hsa-miR-1277_24,0,13,13,0,20,0,7,0,0,0,0,0,0,0,27,0,11,0,0,0,15,0,0,0,10,9,0,0,0,0
hsa-miR-574_13,0,0,0,0,0,0,36,0,52,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,41,22
hsa-miR-574_14,0,0,0,0,0,0,36,0,52,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,41,22
hsa-mir-548w_40,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-548w_41,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
novelMiR_0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_1,0,0,40,0,34,46,38,0,48,0,0,0,0,0,0,46,0,0,0,0,0,0,0,38,0,0,0,12,0,36
novelMiR_3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_6,0,50,94,33,70,30,21,0,52,0,0,12,0,10,76,10,96,0,0,0,147,16,0,87,30,60,138,33,89,32
novelMiR_7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_7_25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_11,260,1148,1476,112,0,1060,495,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,0,292,0,550,373,0,74,33
novelMiR_14,542,1422,2133,540,1681,2326,1171,47,443,0,44,606,0,464,2468,208,822,140,420,0,2095,0,9,1062,1356,1969,1105,437,439,76
novelMiR_16,0,16,15,0,16,0,0,0,0,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,0,12,18,0,21,0
novelMiR_17,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
novelMiR_7_26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_22,37,41,83,86,179,0,73,0,166,0,7,16,0,70,0,57,130,14,20,0,206,14,0,42,97,110,59,70,124,0
novelMiR_81_5,17112,87440,88652,12928,72428,26488,33700,192,7476,720,372,8260,852,10984,50800,25348,10168,3056,6592,0,20052,5456,72,19552,15488,37912,11616,4332,21192,5336
novelMiR_24,0,0,36,20,20,0,0,0,20,0,0,0,0,0,24,0,20,0,0,0,0,0,0,20,0,24,0,24,24,0
novelMiR_236_1,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
novelMiR_27,17945,25920,36570,15525,39865,10675,17415,420,11290,1110,265,3385,510,17730,17940,27470,9815,4165,2785,30,11890,6600,165,19430,25530,14905,10680,6370,11580,5805
novelMiR_30,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_33,0,0,20,0,34,0,20,0,32,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_36,0,6,22,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0
novelMiR_37,0,26,46,20,32,44,26,0,18,138,110,0,64,10,34,62,44,0,48,0,34,126,0,38,38,26,32,16,34,16
novelMiR_38,0,0,96,0,82,1114,56,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,102,0,0,0,424,194,0
novelMiR_41,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_42,332,128,566,0,212,54,62,0,30,0,0,54,0,164,86,0,0,0,0,0,36,0,0,0,108,0,14,0,16,0
novelMiR_43,0,0,1130,0,556,620,444,16,0,0,36,520,16,0,0,0,0,48,182,0,462,74,0,0,0,0,0,0,0,0
novelMiR_45,156,0,140,152,276,0,0,0,134,0,0,0,0,256,132,0,0,0,0,0,44,18,0,0,152,0,0,0,0,0
novelMiR_47,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0
novelMiR_48,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_52,102,68,72,20,48,32,0,0,12,0,0,14,0,28,32,0,0,0,0,0,72,0,0,28,76,56,80,30,12,0
novelMiR_53,0,0,58,0,0,0,13,0,0,0,0,0,0,0,36,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
novelMiR_53_1,0,15,58,0,0,21,13,0,6,0,0,0,0,0,36,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
novelMiR_55,0,24,28,13,0,41,0,0,8,0,0,0,0,14,0,0,27,0,0,0,62,0,0,15,0,87,37,0,0,0
novelMiR_55_2,0,24,28,13,0,41,0,0,8,0,0,0,0,14,15,0,27,0,0,0,62,0,0,15,15,87,37,0,0,0
novelMiR_59,10,22,16,0,14,14,20,0,18,0,0,20,0,16,30,0,42,0,10,0,40,0,0,28,36,40,0,0,30,0
novelMiR_60,0,0,2145,0,1197,0,603,0,1587,0,57,0,0,507,1353,0,1971,147,0,0,0,0,0,0,0,1683,0,768,0,0
novelMiR_61,40,94,364,140,288,268,136,0,392,0,0,68,0,68,364,100,392,0,30,0,190,50,0,114,100,162,268,66,238,284
novelMiR_63,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,18,0,20,0
novelMiR_19_8,30,232,300,188,178,374,160,0,218,0,0,90,0,88,294,150,244,26,18,0,320,54,0,292,184,230,430,116,770,416
novelMiR_221_1_1,148,94,234,0,100,1784,112,16,388,0,0,58,0,138,0,70,0,26,24,0,282,0,0,224,0,98,304,0,148,92
novelMiR_66,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
novelMiR_67,0,0,11,23,0,10,5,0,27,0,0,0,0,0,8,34,14,0,0,0,9,0,0,17,0,0,19,0,26,8
novelMiR_68,163,321,1069,198,1068,479,341,0,1328,33,36,200,31,187,1226,199,627,124,54,0,2131,182,0,314,378,736,513,644,984,153
novelMiR_69,0,486,452,0,1043,525,324,0,0,25,0,92,0,147,502,315,502,0,48,0,725,100,0,599,0,823,1155,516,679,0
novelMiR_69_10,0,486,452,0,1043,525,324,0,0,25,0,92,0,147,502,315,502,0,48,0,725,100,0,599,0,823,1155,516,679,0
novelMiR_72,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_19_2,28,232,300,186,176,370,160,0,218,0,0,90,0,88,292,150,240,26,18,0,316,54,0,290,180,230,428,114,766,416
novelMiR_204_2,501,1899,2058,996,2352,513,1578,189,1065,144,0,564,57,1119,0,0,1746,321,384,0,1761,0,87,2292,2964,2988,2076,906,0,0
novelMiR_75,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_7_19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_79,0,7,10,0,8,19,0,0,0,0,0,0,0,0,9,0,6,0,0,0,9,0,0,0,0,0,0,10,0,0
novelMiR_80,10,0,6,8,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_81,13,39,56,0,30,8,0,0,0,8,0,0,7,0,5,22,0,0,0,0,0,9,0,0,6,0,0,0,0,0
novelMiR_82,0,66,123,18,84,42,49,0,54,0,0,14,0,0,118,12,45,7,0,0,156,0,0,50,40,80,68,50,65,0
novelMiR_83,0,0,48,64,36,92,60,0,0,0,0,0,0,52,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0
novelMiR_85,0,165,240,168,213,153,198,0,48,27,0,0,0,114,0,0,240,66,0,0,123,0,0,285,0,270,216,111,87,0
novelMiR_6_19,0,100,188,66,140,60,42,0,104,0,0,24,0,20,154,20,192,0,0,0,294,32,0,174,60,120,276,66,178,64
novelMiR_87,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_88,0,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_90,12,24,35,0,46,0,8,0,20,0,0,12,0,12,35,8,31,7,0,0,44,0,0,19,17,50,28,46,0,0
novelMiR_91,0,13,13,0,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,16,0,0,16,0
novelMiR_92,0,0,9,0,13,0,0,0,24,0,0,0,0,11,0,0,40,6,0,0,10,0,0,12,6,0,0,0,34,21
novelMiR_93,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
novelMiR_95,0,22,24,0,54,0,0,0,26,0,0,0,0,0,38,0,28,0,0,0,46,0,0,22,0,56,0,0,0,0
novelMiR_7_23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_97,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,29,0,0
novelMiR_98,327,1314,2688,423,2052,645,588,207,1317,114,81,816,42,525,1311,459,1962,687,273,0,3315,288,51,1131,1392,2073,1071,1263,1155,237
novelMiR_99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_100,66,194,194,0,164,0,0,0,130,0,0,0,0,78,220,0,300,0,22,0,250,0,0,306,0,300,342,104,0,0
novelMiR_101,0,30,74,0,42,18,44,0,0,0,0,0,0,0,20,0,36,0,0,0,0,0,0,24,18,22,42,0,0,0
novelMiR_102,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
novelMiR_103,43,24,22,5,20,9,49,0,9,0,0,23,0,17,44,50,0,31,8,0,9,8,0,0,14,0,0,19,29,0
novelMiR_7_5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_108,0,0,20,0,0,17,0,0,0,0,0,0,0,0,19,0,23,0,0,0,17,0,0,29,0,24,0,0,0,0
novelMiR_109,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,0
novelMiR_7_3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0
novelMiR_27_2,10767,15552,21942,9315,23919,6405,10449,252,6774,666,159,2031,306,10638,10764,16482,5889,2499,1671,18,7134,3960,99,11658,15318,8943,6408,3822,6948,3483
novelMiR_97_6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,58,0,0
novelMiR_113,0,48,56,22,148,58,16,0,42,0,0,0,0,12,0,0,138,0,0,0,100,20,0,142,78,182,98,30,98,16
novelMiR_114,0,176,162,40,154,0,86,0,116,0,0,0,0,0,0,54,0,0,0,0,198,30,0,92,142,0,162,92,190,0
